SK_ID_CURR,TARGET,CODE_GENDER1,FLAG_OW0_CAR1,FLAG_OW0_REALT1_1,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,DAYS_ID_PUBLISH,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,REG_CITY_NOT_LIVE_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,YEARS_BEGIN
103740,0,0,0,1,0,36000,152820,8901,135000,4246,2,2,2,0,,0.665313727,0.729566691,
103863,0,0,0,0,1,36000,225000,11074.5,225000,2786,3,2,2,0,0.401940388,0.135627785,0.546023197,
104178,0,0,1,1,0,36000,135000,6750,135000,4116,2,2,2,0,,0.545692102,0.53527625,
104689,0,0,0,1,0,36000,630000,18549,630000,1787,2,3,3,0,,0.611101542,0.80045134,
105381,0,0,0,1,0,36000,123993,8946,103500,4149,2,2,2,0,,0.605004085,,0.9836
106291,0,0,0,0,0,36000,225000,10822.5,225000,2617,2,2,2,0,0.466040741,0.635473732,0.222580765,
106583,0,1,0,1,0,36000,675000,29862,675000,1843,2,3,3,0,,0.405919457,0.45432106,0.9861
107102,0,0,0,1,0,36000,910890,26761.5,652500,4046,2,2,2,0,,0.433419256,,
107509,0,0,0,1,0,36000,225000,8212.5,225000,4112,2,2,2,0,,0.226506873,,0.9707
108067,0,0,1,1,0,36000,270000,13977,270000,3594,2,2,2,0,,0.622816157,,0.9791
109271,0,0,0,1,0,36000,225000,13045.5,225000,3996,2,3,3,0,,0.715032907,0.70620511,0.9821
111268,0,1,0,1,0,36000,675000,22437,675000,4501,2,2,2,0,0.732858492,0.433768336,0.76102637,
111493,1,1,0,1,0,36000,226908,10705.5,148500,2378,2,2,2,0,,0.187682075,,
111947,0,0,0,0,0,36000,225000,22050,225000,4161,2,2,2,0,,0.61825918,,0.9901
112881,0,0,0,0,0,36000,98910,7164,90000,4512,1,2,2,0,,0.44022435,,
113647,0,1,0,0,0,36000,143910,14148,135000,3253,2,2,2,0,,0.629271705,0.595456203,
115283,1,1,0,1,1,36000,161730,13095,135000,554,3,2,2,0,0.207028384,0.240104275,,
115709,0,0,0,1,0,36000,50940,5346,45000,4030,1,2,2,0,,0.619811449,,
116320,1,0,0,1,0,36000,127350,12532.5,112500,4462,1,2,2,0,0.823891591,0.762684172,0.785052026,0.9891
117441,0,0,1,0,0,36000,119893.5,11808,103500,5116,2,2,2,0,,0.614505272,,
118577,0,0,0,1,0,36000,71955,7137,67500,3095,2,2,2,0,,0.595559854,0.515495375,
119589,0,0,0,0,0,36000,225000,11502,225000,3990,2,2,2,0,,0.776599175,0.572682505,
119733,0,0,0,0,1,36000,248877,18238.5,189000,251,3,2,2,0,0.181522736,0.62541195,,
120628,0,0,0,0,0,36000,157500,8361,157500,4009,2,2,2,0,,0.617329756,,0.9861
121874,0,0,0,0,0,36000,454500,16452,454500,4756,2,2,2,0,0.751150131,0.621921894,0.200926088,
122457,1,0,0,1,0,36000,545040,25407,450000,4431,2,2,2,0,,0.409171908,,
123957,0,0,0,1,0,36000,446931,14274,369000,4672,2,2,2,0,,0.623124331,,0.9796
124199,0,0,1,1,0,36000,135000,14305.5,135000,3280,2,2,2,0,,0.679783534,0.617826147,0.9896
124711,0,0,0,0,0,36000,269550,10404,225000,3836,1,3,3,0,,0.202496783,,
125715,0,0,1,0,2,36000,243000,9135,243000,4086,4,2,2,0,0.316462205,0.459059232,0.806149281,0.9876
125931,0,0,0,1,0,36000,589500,17365.5,589500,3960,2,2,2,0,,0.26525634,0.684827659,
125938,0,0,0,1,0,36000,312768,15174,270000,4605,2,2,2,1,,0.045927212,,
126669,1,0,0,1,3,36000,218016,17352,180000,4930,5,2,2,0,0.534198031,0.623370798,0.643025564,0.997
127982,0,1,0,0,0,36000,229500,11848.5,229500,719,2,2,2,0,,0.40397508,,
128152,1,1,1,1,0,36000,314100,19111.5,225000,1399,2,3,3,0,,0.435874939,,
128626,0,0,1,0,0,36000,123993,10071,103500,5013,1,2,2,0,,0.392556486,,
129240,0,0,0,1,0,36000,112068,11898,99000,4743,2,2,2,0,0.571829565,0.747564986,0.67224289,
131794,0,0,0,1,0,36000,269550,14751,225000,4158,2,3,3,0,,0.624125205,,0.9747
132556,0,1,1,1,0,36000,47970,5539.5,45000,4101,2,2,2,0,,0.297933471,0.812822607,0.9757
132844,0,1,1,0,0,36000,197820,15858,180000,2611,2,2,2,0,,0.476626086,,
132136,0,1,0,0,0,36450,327024,12456,270000,3890,2,2,2,0,,0.605066793,,0.9866
133283,0,1,1,1,0,36450,225000,9531,225000,4276,1,2,2,0,,0.71005681,,
103906,0,0,1,0,0,36900,675000,19345.5,675000,1937,2,2,2,0,,0.498749967,0.593717587,
118736,0,0,0,1,0,36900,127350,7110,112500,4408,1,2,2,1,,0.436869937,0.368968738,
111729,0,0,0,0,1,37350,157500,7875,157500,785,3,2,2,0,,0.448387546,0.282248434,
114806,0,0,0,1,0,37350,117162,6669,103500,3015,2,2,2,0,,0.674232029,0.511891802,0.9821
116086,0,0,0,0,0,37800,134316,13212,126000,4630,1,3,3,0,,0.44269386,0.417099668,
100743,0,0,0,1,0,38250,47970,5166,45000,1562,2,2,2,0,,0.622548994,0.785052026,
118610,0,0,0,1,0,38250,168102,9778.5,148500,4476,1,3,3,0,,0.05923072,0.50107516,0.9777
123170,0,1,0,1,0,38250,178290,11034,157500,1205,2,2,2,0,0.876416739,0.599157415,,
124127,0,0,0,1,0,38250,792346.5,26316,684000,4269,2,3,3,0,,0.464086198,0.331250865,
100015,0,0,0,1,0,38419.155,148365,10678.5,135000,2512,2,2,2,0,0.72204445,0.555183162,0.652896552,
132019,0,0,0,1,0,38457,308133,13185,234000,4134,2,3,3,0,,0.653225794,0.53348163,
101146,0,1,0,1,0,38700,143910,15241.5,135000,4134,2,2,2,0,,0.0081199,,
115625,0,0,0,1,0,38700,254700,14751,225000,2723,2,2,2,0,0.69782888,0.411960779,0.817172399,
125615,0,0,0,1,0,39600,283585.5,17478,256500,4131,2,3,3,0,,0.176981478,,0.9717
117430,0,0,0,1,0,40050,67500,6705,67500,5129,1,2,2,0,,0.580223632,0.70620511,
100440,0,0,0,1,0,40500,127350,7438.5,112500,4332,2,2,2,0,,0.096610037,0.785052026,0.9836
103382,0,0,0,0,0,40500,641529,18886.5,535500,4843,2,3,3,0,,0.323221233,0.215182404,0.9856
103545,0,0,0,1,0,40500,135000,6750,135000,273,2,2,2,0,0.683456624,0.423411433,0.72383699,0.9796
104226,0,0,0,1,0,40500,251280,12217.5,180000,4269,1,2,2,0,,0.267791323,0.819317692,0.9856
105260,0,0,1,0,0,40500,490536,17748,405000,1060,2,2,2,0,,0.187288995,0.567379237,
106653,0,0,0,0,2,40500,180000,9000,180000,2310,4,3,3,0,,0.598237987,0.547810466,
107273,1,0,0,1,1,40500,312768,19134,270000,4319,3,2,2,0,0.39202068,0.489364909,0.773895694,
107339,0,0,0,1,1,40500,561393,20295,463500,1392,3,2,2,0,0.727364958,0.255616156,0.368968738,
107943,0,0,0,0,0,40500,544491,15916.5,454500,2270,2,2,2,0,,0.613520571,0.504681319,0.9796
108210,0,0,0,1,1,40500,545040,20677.5,450000,3629,3,2,2,0,,0.266327452,0.593717587,0.9861
110649,0,0,0,0,0,40500,454500,18153,454500,1039,2,2,2,0,0.475779431,0.490217389,0.452533559,
112572,0,1,0,0,0,40500,364896,18760.5,315000,4103,2,2,2,0,,0.640755707,0.349055251,
112740,0,0,0,1,0,40500,135000,6750,135000,4711,2,3,3,0,,0.029439187,0.420610964,0.9742
113152,0,1,0,1,0,40500,247500,10615.5,247500,4221,2,2,2,0,,0.58523242,0.75574005,0.9871
114710,1,0,0,0,0,40500,53910,4360.5,45000,5265,2,2,2,1,0.523419216,0.664153842,0.579727423,0.9796
114744,0,1,0,1,0,40500,127350,7438.5,112500,2640,2,3,3,0,,0.379749043,,
115240,0,0,0,1,0,40500,545040,19575,450000,3941,2,2,2,0,,0.494693727,0.834784159,
115861,0,0,0,1,0,40500,95940,9342,90000,4474,1,2,2,1,,0.787631386,0.528092751,
116857,0,0,0,1,0,40500,652500,14535,652500,611,1,3,3,0,,0.033521332,,
117649,0,0,0,1,0,40500,549882,16209,459000,5116,2,2,2,0,,0.115992073,,
118116,0,0,0,1,1,40500,298512,17136,270000,4070,3,2,2,0,0.502453554,0.285897872,,
118866,0,0,0,0,0,40500,112500,5472,112500,2951,1,2,2,0,,0.693027724,0.678567689,0.9846
119571,0,0,0,0,1,40500,1305000,38155.5,1305000,4176,3,2,2,0,0.382692477,0.661759609,0.70620511,
121274,0,0,0,1,0,40500,101880,10053,90000,2985,1,2,2,0,,0.593166291,0.474051289,
122040,0,0,0,1,3,40500,284400,16456.5,225000,1964,5,2,2,0,,0.250564839,,0.9767
123370,0,0,0,1,0,40500,445500,21559.5,445500,3744,2,2,2,0,,0.661612753,,0.9757
123643,0,0,0,0,0,40500,594000,17365.5,594000,3244,2,2,2,0,,0.425575029,,
124013,1,0,0,1,1,40500,180000,9000,180000,3005,3,3,3,0,,0.017469703,0.178760465,
124295,0,0,0,1,0,40500,288873,9198,238500,4029,2,2,2,0,,0.259740363,,
127310,1,0,0,0,0,40500,178290,10363.5,157500,4039,2,3,3,0,,0.123008046,0.600657537,
127755,0,1,1,0,0,40500,454500,13288.5,454500,2809,2,2,2,0,,0.663968466,0.746300213,
129206,0,0,1,1,0,40500,199080,11245.5,157500,3305,1,2,2,0,,0.194215112,0.697146908,
130094,0,0,0,1,0,40500,215640,15138,180000,4793,2,2,2,0,,0.760679604,,0.9796
131159,0,0,0,1,0,40500,76410,7573.5,67500,4074,2,2,2,0,,0.614396483,0.673830078,
131418,0,0,0,1,0,40500,242595,9751.5,202500,4584,1,2,2,0,,0.160405321,0.486653157,
132473,0,0,0,1,0,40500,603792,17784,504000,4398,2,2,2,0,,0.636617779,0.803885061,0.9737
132821,1,1,0,0,0,40500,337500,12123,337500,4753,1,2,2,0,,0.213103611,0.105473186,
134511,0,1,0,1,0,40500,170640,9922.5,135000,3971,2,2,2,0,,0.041653434,0.710674386,0.0005
134680,0,0,0,0,0,40500,339241.5,12312,238500,4022,2,3,3,0,0.795091738,0.245349553,,
134776,0,0,0,0,0,40500,178776,6867,117000,4,1,2,2,0,,0.640282407,,
107108,0,0,0,1,0,41850,490536,17748,405000,4601,1,2,2,0,,0.445106795,0.673830078,
117469,0,0,0,0,0,41940,562491,27189,454500,1977,2,3,3,0,0.708161759,0.35431978,0.324891229,
118896,0,1,0,1,1,42300,148365,10548,135000,5025,3,3,3,0,,0.58872077,0.329655054,
107833,0,0,0,0,0,42750,107820,5634,90000,4203,2,1,1,0,,0.677303243,,0.9831
111457,0,0,0,1,0,42750,776709,25798.5,670500,1472,2,2,2,0,,0.419934505,,
112962,0,0,1,1,0,42750,180000,9000,180000,1995,2,3,3,0,,0.031543179,0.646329898,
118076,0,0,0,1,0,42750,315000,15318,315000,4034,2,2,2,0,0.308714821,0.731894219,0.468659655,
119166,0,0,0,1,0,42750,76410,7573.5,67500,3919,1,2,2,1,,0.519339574,,
122123,0,1,0,0,0,42750,253737,14697,229500,1883,2,2,2,0,,0.333210989,,
127128,1,1,0,1,0,42750,110331,10714.5,103500,4683,2,2,2,0,,0.390035581,,0.9861
128357,0,0,0,0,0,42750,641173.5,21321,553500,4406,1,3,3,0,,0.502232362,,
133617,0,1,0,0,0,42750,99000,6444,99000,739,2,2,2,0,,0.484644737,,0.9742
130627,1,0,0,1,1,43200,533304,32355,405000,1441,3,3,3,0,,0.101031977,,
100370,0,0,0,1,0,45000,448056,16222.5,315000,4535,2,2,2,0,,0.176040626,0.595456203,0.9871
100667,0,1,0,1,0,45000,168102,16753.5,148500,3537,2,2,2,0,,0.484890519,0.643025564,0.9881
100837,0,0,0,1,2,45000,135000,6750,,1834,4,2,2,0,0.358509151,0.378174207,,0.9791
100904,0,0,0,1,1,45000,348264,19575,315000,1408,3,2,2,0,,0.628005657,0.684827659,
101273,0,1,1,1,0,45000,269550,11871,225000,4387,2,2,2,0,,0.553730012,0.7136314,
101316,0,0,0,1,0,45000,254700,14751,225000,4386,2,2,2,0,,0.608734322,0.634705531,0.9782
102326,0,0,0,1,1,45000,135000,7321.5,135000,1902,3,2,2,0,0.494571153,0.339154781,,
102648,0,0,0,0,0,45000,152820,16587,135000,2725,1,2,2,0,,0.683707263,,
102670,0,0,0,1,0,45000,549882,17869.5,459000,4763,2,2,2,0,0.614996455,0.538472766,,
103113,1,1,1,0,4,45000,180000,9000,180000,4717,6,2,2,0,,0.499449727,,
103116,0,0,0,1,1,45000,382500,19125,382500,187,3,3,3,0,0.832785183,0.151282254,0.681705878,
103481,0,1,0,1,0,45000,135000,6750,135000,4060,2,2,2,0,0.289748279,0.66377816,0.614414378,
103483,0,0,0,1,0,45000,127350,7308,112500,2153,1,2,2,0,0.507710262,0.509994037,0.811722793,
103905,1,0,1,0,0,45000,156384,12100.5,135000,3068,2,2,2,0,0.256695731,0.622651758,,
104031,0,0,0,1,0,45000,481495.5,32436,454500,4878,2,2,2,0,,0.677360594,0.771361592,
104145,0,0,0,1,0,45000,86346,8541,81000,4448,1,2,2,0,,0.262258369,,0.9791
104486,0,0,0,0,0,45000,1097131.5,43510.5,886500,4945,2,2,2,0,,0.254797324,,
104514,0,1,0,1,1,45000,180000,9000,180000,4090,3,2,2,0,0.35818395,0.386254882,0.323311245,
104970,1,0,0,1,0,45000,53910,4738.5,45000,2516,2,2,2,0,,0.426024135,,
104990,0,0,0,1,0,45000,1125000,33025.5,1125000,1132,2,2,2,0,,0.697872236,0.789880347,
104997,0,0,0,1,0,45000,436500,15678,436500,4420,2,2,2,0,,0.66845675,,0.9866
105050,0,0,0,1,0,45000,152820,8662.5,135000,4899,1,2,2,0,,0.026465736,0.832785025,
105354,0,0,0,1,0,45000,71955,7245,67500,3121,2,2,2,0,,0.26525634,,
105840,0,0,0,1,0,45000,135000,10953,135000,2313,2,2,2,0,,0.670624318,0.803885061,0.9801
105863,0,0,0,1,1,45000,52128,6313.5,45000,3077,3,2,2,0,0.354028937,0.261185137,0.434733249,0.9871
105922,0,0,0,1,0,45000,113211,5575.5,94500,4076,2,2,2,0,,0.709687506,0.669056695,
106075,0,0,0,1,0,45000,384048,18031.5,270000,2702,2,2,2,0,,0.118916064,0.810618022,0.9782
106194,0,1,1,1,0,45000,518562,25078.5,463500,4795,2,3,3,0,,0.686443613,0.753067392,
106518,1,0,0,0,2,45000,180000,9000,180000,3946,3,2,2,0,,0.661754715,,
106899,0,1,0,1,0,45000,97038,5085,81000,2996,2,2,2,1,,0.280954894,,
107063,0,1,0,0,1,45000,189000,12757.5,189000,4257,3,2,2,0,,0.246785671,0.773895694,
107080,0,1,1,1,0,45000,270000,13500,270000,4648,2,2,2,0,,0.669807488,0.576208836,
107149,0,0,0,1,2,45000,339241.5,12312,238500,1449,4,2,2,0,0.545994781,0.583097003,,
107201,0,0,0,1,0,45000,247275,17338.5,225000,4236,2,2,2,0,,0.285897872,,
107302,0,0,1,1,0,45000,808650,23773.5,675000,3549,1,3,3,0,0.673709373,0.59534388,0.000527265,
107384,1,0,0,0,0,45000,94500,4954.5,94500,131,2,2,2,0,,0.376473597,,
107462,0,0,0,1,0,45000,135000,7749,135000,4213,2,2,2,0,,0.635726972,0.72239289,
107730,0,1,0,1,0,45000,254700,17019,225000,3527,2,2,2,0,,0.667093521,0.415347145,
107814,0,0,0,1,0,45000,143910,15628.5,135000,871,2,3,3,0,,0.036900345,,
107870,0,0,0,1,0,45000,135000,6624,135000,56,2,2,2,1,,0.51512963,0.241861487,
107953,0,0,0,0,0,45000,112068,6984,99000,4070,2,2,2,0,,0.52916742,0.778904039,
108084,0,0,0,0,0,45000,808650,26217,675000,1379,2,3,3,0,,0.287731822,0.54065445,
108100,0,0,1,0,0,45000,450000,21888,450000,4565,2,3,3,0,,0.600983686,0.391054977,
108221,0,0,0,1,1,45000,135000,6750,135000,578,3,2,2,0,,0.197355186,,0.9836
108297,0,0,0,1,2,45000,143910,15241.5,135000,1494,4,2,2,0,0.225072886,0.618780312,0.7136314,
108547,0,0,0,1,0,45000,808650,26217,675000,4538,2,3,3,1,,0.439276148,0.520897599,
108750,0,0,0,0,0,45000,810000,23814,810000,4638,2,3,3,0,,0.303802635,0.397946322,
108803,0,0,1,1,3,45000,473661,23166,333000,1601,5,2,2,0,,0.321606522,0.32647521,
108861,0,0,0,1,0,45000,168102,15844.5,148500,4371,2,3,3,0,0.819044646,0.696524212,0.746300213,
108999,0,0,0,1,0,45000,202500,10125,202500,2859,2,2,2,0,,0.169891263,0.812822607,0.9826
109036,0,0,1,1,0,45000,755190,33394.5,675000,4638,2,2,2,0,0.502964021,0.545881838,0.771361592,
109241,0,0,0,1,1,45000,76410,8356.5,67500,2155,3,2,2,0,,0.204680868,0.572682505,
109247,0,0,0,1,0,45000,156384,16551,135000,2923,2,2,2,0,0.591605837,0.414707543,0.16146308,
109381,0,0,0,0,2,45000,269550,16285.5,225000,4053,4,2,2,0,0.729126573,0.4454957,,0.9846
109624,0,1,1,1,0,45000,119925,11988,112500,4443,2,2,2,0,,0.07086922,,0.9767
109729,1,0,1,0,2,45000,126000,13567.5,126000,3317,4,2,2,0,0.37389883,0.63801284,0.52629494,0.9767
109783,0,0,0,0,0,45000,808650,26217,675000,542,2,3,3,0,,0.297179308,0.422369652,0.9841
109792,0,0,1,1,0,45000,448056,16222.5,315000,4190,1,2,2,0,0.836534947,0.670421415,0.344155007,
109872,0,1,0,0,0,45000,188460,8428.5,135000,2331,1,2,2,0,,0.159679234,0.486653157,
110110,0,0,0,1,0,45000,180000,9000,180000,2318,2,2,2,0,,0.607400176,0.652896552,0.9886
110218,0,1,1,0,0,45000,640080,23121,450000,3887,2,2,2,0,,0.354224732,,
110255,0,0,0,0,0,45000,144486,6250.5,103500,2936,2,3,3,0,,0.615447634,0.538862707,
110323,0,0,0,1,0,45000,254700,14751,225000,123,2,2,2,0,0.565439864,0.241599643,,0.9871
110332,0,1,1,1,0,45000,808650,26217,675000,3465,2,2,2,0,0.815138301,0.226932422,0.45969045,
110456,0,0,0,0,0,45000,52128,6025.5,45000,3492,1,2,2,0,0.385844328,0.14517851,0.488455184,
110588,0,0,0,1,0,45000,71955,7686,67500,4314,2,2,2,0,0.679477091,0.075887044,0.180887978,
110659,0,0,0,1,0,45000,231813,10341,193500,4671,1,2,2,0,,0.510688036,,0.9777
110959,0,0,0,0,1,45000,135000,6750,135000,3058,3,3,3,0,0.762401278,0.464341826,0.768807573,0.9846
111026,0,0,0,1,0,45000,157500,8923.5,157500,4533,1,2,2,0,,0.331711386,0.746300213,0.9826
111200,0,0,0,0,0,45000,463500,13410,463500,4631,2,2,2,0,,0.349820324,,0.9881
111404,0,0,1,1,1,45000,135000,6750,135000,953,3,3,3,0,0.340070826,0.323551384,,
111490,0,1,0,1,0,45000,808650,26217,675000,3956,2,3,3,0,,0.403827661,0.664248263,
111534,0,0,0,0,0,45000,975771,28660.5,814500,2964,2,2,2,0,,0.411049928,0.37571101,0.9772
111679,0,0,0,0,2,45000,71955,7879.5,67500,4084,4,3,3,0,,0.531912449,,
111922,0,0,0,0,0,45000,618840,17865,405000,1106,2,2,2,0,,0.317029435,0.612704244,
111940,0,0,0,1,0,45000,364896,17685,315000,3224,2,2,2,0,,0.44349248,0.621226338,
112024,0,1,1,1,0,45000,101880,10566,90000,4540,2,2,2,0,,0.293987585,,
112188,0,0,0,1,1,45000,675000,19867.5,675000,5730,3,2,2,0,0.560688134,0.43727884,0.812822607,
112309,0,0,1,1,0,45000,67500,7087.5,67500,5070,2,3,3,0,0.48333988,0.459819561,0.337672722,
112516,0,0,0,0,0,45000,675000,19867.5,675000,3373,2,3,3,0,,0.077646031,0.617826147,
112701,0,0,1,0,0,45000,180000,17001,180000,4312,2,3,3,0,,,,
112778,0,0,0,1,0,45000,247500,12375,247500,3442,1,2,2,0,,0.430511068,0.771361592,0.9672
112857,0,0,1,0,2,45000,50940,5346,45000,4445,4,2,2,0,0.522711355,0.610654509,0.629674251,
112953,0,0,0,1,0,45000,163201.5,11736,148500,4239,2,2,2,0,,0.597459873,0.234015167,
113160,0,0,0,1,1,45000,135000,6750,135000,858,3,3,3,0,0.294028965,0.074340571,0.394495405,0.9851
113167,0,0,0,0,0,45000,544491,17563.5,454500,4794,2,2,2,0,,0.642560784,0.619527708,
113168,0,0,0,0,2,45000,622413,26500.5,495000,3398,4,3,3,0,0.2670992,0.656433577,0.759712182,0.9742
113253,0,1,1,1,0,45000,436032,16564.5,360000,3070,2,2,2,0,,0.113645166,,
113454,0,0,0,1,0,45000,135000,12510,135000,1634,2,3,3,0,0.31433788,0.258514506,0.276440695,
113484,0,0,0,0,0,45000,360000,15858,360000,4952,2,2,2,0,,0.308428859,0.228883417,
113633,0,0,0,1,0,45000,314100,16164,225000,745,2,2,2,0,0.376883396,0.748673442,,0.9692
113675,0,0,0,0,0,45000,315000,16132.5,315000,2627,2,2,2,0,,0.671792187,0.678567689,0.9762
113697,1,0,0,0,2,45000,568800,15642,450000,1450,4,2,2,0,,0.198431217,0.171468367,0.9866
113744,0,0,0,1,0,45000,172597.5,9490.5,117000,347,2,2,2,0,,0.318931132,0.410102573,0.9801
114131,0,1,0,1,1,45000,45000,4581,45000,685,3,2,2,0,0.437604595,0.716501023,0.725276435,0.9801
114134,0,0,0,0,0,45000,526491,19039.5,454500,3245,2,2,2,0,,0.356599342,,
114186,0,1,0,1,0,45000,314100,13963.5,225000,5083,1,3,3,0,,0.089594974,0.729566691,0.9871
114614,0,0,0,1,0,45000,269550,13095,225000,4227,2,1,1,0,,0.706051852,0.719490785,
114776,0,0,0,1,1,45000,225000,8212.5,225000,2041,3,2,2,0,0.647349643,0.571453758,0.591976618,0.9439
115145,0,1,0,1,0,45000,180000,9000,180000,1371,1,3,3,1,0.086630486,0.191583432,,
115152,1,0,0,1,0,45000,161730,8770.5,135000,3205,2,2,2,0,,0.111424174,0.279335321,
115263,0,0,0,1,0,45000,161730,11502,135000,4131,1,2,2,0,0.070379804,0.601853852,0.835776516,0.9841
115357,0,0,0,1,0,45000,562500,18274.5,562500,3470,2,3,3,0,,0.100465364,0.627990819,0.9737
115499,0,0,0,0,0,45000,173196,17257.5,153000,4551,2,2,2,0,,0.276007529,0.617826147,
